,rated,turns,white_rating,black_rating,opening_moves,winner
11031,1,81,1976,1755,8,0
11032,1,66,1768,1662,6,1
11033,1,132,1500,1652,4,1
11034,0,59,1398,1500,3,0
11035,0,41,1500,1500,3,0
11036,0,42,1400,1500,3,1
11037,0,85,1452,1500,5,0
11038,0,37,1458,1500,4,0
11039,1,51,1906,1857,6,0
11040,1,73,1897,1027,8,0
11041,1,81,1500,1814,8,0
11042,1,37,1456,1193,5,0
11043,1,46,1231,1177,3,1
11044,1,94,1777,1640,9,1
11045,1,85,1944,1674,4,0
11046,1,95,1777,1785,5,0
11047,1,106,1726,1560,5,1
11048,1,58,1151,1500,3,1
11049,1,10,1381,1500,3,0
11050,1,14,1646,1381,4,0
11051,1,48,1500,1637,4,1
11052,0,38,1972,2174,4,1
11053,1,85,1603,1641,1,0
11054,1,68,1647,1805,3,1
11055,1,13,1798,1654,3,0
11056,1,101,1617,1666,1,0
11057,1,58,1383,1662,4,1
11058,1,54,1567,1655,4,1
11059,1,72,1754,1641,1,1
11060,1,73,1809,1647,4,0
11061,1,86,1576,1638,3,1
11062,1,118,1437,1634,3,0
11063,1,54,1652,1622,1,1
11064,1,134,1566,1612,4,1
11065,1,96,1604,1523,3,0
11066,1,70,1532,1595,3,1
11067,1,51,1735,1602,4,0
11068,1,75,1508,1594,3,1
11069,1,45,1645,1603,4,0
11070,1,63,2222,1604,1,0
11071,1,75,1666,1613,4,0
11072,1,56,1597,1603,3,1
11073,1,50,1582,1592,1,1
11074,1,66,1537,1583,4,1
11075,1,87,1704,1590,1,0
11076,1,47,1612,1601,4,0
11077,1,37,1692,1609,3,0
11078,1,138,1650,1597,4,1
11079,1,35,1816,1602,6,0
11080,1,74,1617,1593,3,1
11081,1,48,1563,1583,3,1
11082,1,46,1492,1574,4,1
11083,1,84,1589,1563,4,1
11084,1,22,1717,1547,3,1
11085,0,40,1372,1410,4,1
11086,1,89,1566,1558,1,0
11087,0,70,1375,1410,4,1
11088,1,82,1500,1551,1,1
11089,1,56,1558,1674,5,1
11090,1,141,1666,1566,3,0
11091,1,89,1594,1576,3,0
11092,1,82,1614,1564,4,1
11093,1,94,1535,1555,4,1
11094,1,46,1645,1541,1,1
11095,1,55,1696,1548,1,0
11096,1,124,1486,1539,3,1
11097,1,45,1557,1549,3,0
11098,1,89,1577,1559,3,0
11099,1,112,1570,1566,1,1
11100,1,116,1578,1559,1,1
11101,1,53,1484,1500,5,0
11102,0,30,2179,1593,5,0
11103,1,94,1698,1612,2,1
11104,1,74,1870,1676,4,0
11105,1,50,1502,1500,2,1
11106,1,73,1432,1500,4,0
11107,1,58,1500,1629,4,1
11108,1,54,1396,1500,5,1
11109,1,43,1607,1500,5,1
11110,1,54,1530,1500,5,1
11111,0,60,1306,1500,4,1
11112,1,34,1626,1500,9,1
11113,1,67,1500,1626,6,0
11114,1,44,1584,1500,7,1
11115,1,25,1500,1584,9,0
11116,0,52,1229,1500,1,1
11117,0,41,1500,1229,16,0
11118,0,44,1434,1538,1,1
11119,1,69,1533,1586,1,0
11120,1,44,1678,1416,6,1
11121,1,65,1550,1564,3,0
11122,1,50,1169,1500,7,1
11123,0,44,1500,1500,3,1
11124,1,116,1302,1611,2,1
11125,1,69,1598,1359,2,0
11126,1,80,1500,1581,7,1
11127,0,46,1280,1500,3,1
11128,0,39,1500,1280,2,0
11129,1,15,1673,1500,3,0
11130,1,23,1356,1135,2,0
11131,1,59,1349,1141,3,0
11132,1,56,1148,1336,1,1
11133,1,3,1500,1133,2,1
11134,1,52,1138,1377,1,1
11135,1,68,1144,1372,1,1
11136,1,2,1146,1572,1,1
11137,1,37,1491,1150,2,0
11138,1,33,1453,1154,2,0
11139,1,38,1161,1341,1,1
11140,1,35,1854,1162,3,0
11141,1,74,1357,1155,3,0
11142,1,95,1620,1157,2,0
11143,1,45,1164,1345,1,1
11144,1,76,1168,1468,1,1
11145,1,27,1573,1170,3,0
11146,1,81,1242,1181,1,0
11147,1,50,1196,1130,1,1
11148,1,27,1199,1591,1,1
11149,1,38,1201,1632,1,1
11150,1,8,969,1195,3,1
11151,1,7,1178,1339,1,0
11152,1,37,1468,1182,3,0
11153,1,92,1191,1303,1,1
11154,1,55,1294,1201,3,0
11155,1,12,1252,1187,3,1
11156,1,95,1378,1194,1,0
11157,1,110,1431,1173,3,1
11158,1,103,1203,1185,3,0
11159,1,71,1236,1197,4,0
11160,1,122,1024,1152,1,1
11161,1,40,1160,1303,1,1
11162,0,45,1278,1057,2,0
11163,1,35,1148,1114,1,0
11164,1,86,1327,1126,2,1
11165,1,55,1632,1128,4,0
11166,1,39,1414,1104,2,1
11167,1,61,1347,1110,3,0
11168,1,82,957,1101,2,1
11169,1,19,1300,1108,2,0
11170,1,12,1116,1292,1,1
11171,1,21,1569,1108,3,0
11172,1,60,1111,1521,1,1
11173,1,35,1312,1118,3,0
11174,1,21,1567,1120,3,0
11175,1,53,1905,1843,2,0
11176,1,40,1852,1896,2,1
11177,1,59,1888,1793,4,0
11178,1,43,1879,1826,12,0
11179,1,43,1921,1889,2,0
11180,1,63,1881,1777,4,0
11181,1,57,1823,1894,3,0
11182,1,91,1891,1904,3,0
11183,1,61,1895,1858,3,0
11184,1,103,1879,1906,2,0
11185,1,57,1882,1959,3,0
11186,1,60,1896,1871,7,1
11187,1,142,2072,1855,2,1
11188,1,99,1788,1868,4,0
11189,1,45,1856,1895,12,0
11190,1,72,1756,1849,3,1
11191,1,53,1839,1805,5,0
11192,1,61,1812,1829,3,1
11193,1,50,1841,1801,3,1
11194,1,73,1833,1752,7,0
11195,1,85,2069,1837,5,0
11196,1,69,1953,1844,5,0
11197,1,43,1838,1979,2,0
11198,1,73,1976,1845,3,0
11199,1,59,1835,1812,3,0
11200,1,73,1826,1792,7,0
11201,1,36,1835,1887,6,1
11202,1,99,2121,1838,2,0
11203,1,78,1752,1830,1,1
11204,1,67,1816,1841,3,0
11205,1,89,1837,1852,4,0
11206,1,87,1844,1769,4,0
11207,1,111,1926,1852,5,0
11208,1,66,1791,1843,1,1
11209,1,71,2093,1854,6,0
11210,1,72,1619,2145,2,1
11211,1,60,1497,2129,8,1
11212,1,58,2096,1901,5,1
11213,1,68,1920,2087,5,1
11214,1,54,2004,2073,8,1
11215,1,113,2084,2066,10,0
11216,1,149,2074,1908,4,0
11217,1,64,1788,2067,5,1
11218,1,59,2060,1792,7,0
11219,1,74,1819,2052,6,1
11220,1,47,2047,1710,8,0
11221,1,117,2136,2062,4,0
11222,1,30,2081,2096,4,1
11223,1,59,2063,2027,4,0
11224,1,117,2048,1924,6,0
11225,0,31,1804,1997,9,0
11226,1,55,2051,2072,6,0
11227,1,67,2057,1923,6,0
11228,1,82,1922,2040,9,1
11229,1,144,2063,2038,8,0
11230,1,53,2003,2078,5,0
11231,1,52,1996,1618,5,0
11232,1,138,1804,2013,4,0
11233,1,46,1834,1994,8,1
11234,1,85,1867,1968,11,1
11235,1,43,1653,1711,4,0
11236,1,85,1663,1706,6,1
11237,1,49,1692,1674,3,0
11238,1,91,1709,1685,6,0
11239,1,69,1631,1698,3,0
11240,1,87,1708,1772,4,1
11241,1,114,1724,1545,5,1
11242,1,56,1723,1713,3,1
11243,1,34,1642,1703,2,1
11244,1,49,1689,1770,5,0
11245,1,59,1763,1698,2,0
11246,1,86,1693,1477,5,0
11247,1,85,1664,1706,8,0
11248,1,70,1500,1701,3,1
11249,1,38,1704,1689,4,1
11250,1,46,1680,1677,2,1
11251,1,51,1757,1687,4,0
11252,1,74,1666,1675,3,1
11253,1,113,1663,1667,6,0
11254,1,13,1651,1641,5,0
11255,1,46,1654,1638,3,1
11256,1,29,1680,1623,5,1
11257,1,59,1610,1617,7,0
11258,1,79,1754,1618,6,0
11259,1,78,1713,1602,2,1
11260,1,36,1795,1581,3,1
11261,1,39,1658,1565,5,1
11262,1,79,1721,1573,9,0
11263,1,73,1557,1614,9,0
11264,1,34,1423,1500,8,1
11265,1,66,1566,1694,6,1
11266,0,22,1432,1493,7,1
11267,1,39,1656,1577,2,0
11268,1,25,1557,1713,6,0
11269,1,51,1686,1567,5,0
11270,1,95,1606,1579,3,0
11271,1,45,1519,1597,3,0
11272,1,102,1619,1452,2,1
11273,1,35,1610,1500,6,0
11274,1,33,1612,1626,9,0
11275,1,56,1633,1610,3,1
11276,1,117,1595,1583,5,0
11277,1,63,1696,1607,9,0
11278,1,62,1743,1586,3,1
11279,1,66,1630,1584,3,0
11280,1,50,1609,1564,7,1
11281,1,113,1508,1586,3,0
11282,1,97,1573,1465,4,0
11283,0,132,1459,1494,4,1
11284,1,24,1061,1133,3,1
11285,1,82,1210,1151,3,1
11286,1,13,1812,1797,4,0
11287,1,66,1628,1581,8,1
11288,1,99,1577,1571,4,0
11289,1,54,1638,1497,5,1
11290,1,46,1605,1403,6,0
11291,1,90,1705,1348,2,1
11292,1,42,1691,1335,4,0
11293,1,58,1253,1679,2,1
11294,1,53,1238,1811,6,0
11295,1,47,1806,1199,5,0
11296,1,54,1200,1802,2,1
11297,1,104,1258,1793,3,1
11298,0,99,1706,1287,8,0
11299,1,81,1782,1325,7,0
11300,1,57,1770,1321,4,0
11301,1,58,1387,1739,2,1
11302,1,33,1697,1405,5,0
11303,1,65,1687,1108,4,0
11304,1,80,1200,1670,2,1
11305,0,33,1624,1620,9,0
11306,0,6,1325,1620,4,1
11307,0,71,1677,1620,9,0
11308,1,65,1595,1416,3,0
11309,1,94,1292,1500,1,1
11310,1,61,1439,1454,3,0
11311,1,95,1523,1469,5,0
11312,1,59,1724,1721,9,0
11313,1,47,1687,1763,10,0
11314,1,119,1732,1700,6,0
11315,1,41,1746,1772,3,0
11316,1,81,1773,1768,6,0
11317,1,116,1624,1741,3,1
11318,1,99,1772,1537,10,0
11319,1,77,1783,1841,5,0
11320,1,81,1811,1581,5,0
11321,1,96,1733,1833,4,0
11322,0,10,1625,1833,2,0
11323,1,98,1460,1808,10,1
11324,1,18,1679,1695,1,1
11325,1,95,1500,1539,3,0
11326,1,32,1336,1275,3,1
11327,1,43,1295,1311,6,1
11328,1,81,1325,1379,6,1
11329,1,31,1302,1293,6,0
11330,1,27,1431,1320,6,0
11331,1,42,1333,1347,3,0
11332,1,46,1345,1340,7,0
11333,1,124,1444,1300,7,1
11334,1,46,1331,1374,2,1
11335,1,85,1387,1368,2,0
11336,1,39,1419,1425,4,0
11337,1,38,1263,1387,4,1
11338,1,53,1433,1458,5,0
11339,1,63,1372,1393,5,0
11340,1,37,1332,1081,8,0
11341,1,114,1309,1375,5,0
11342,1,52,2175,2208,14,1
11343,0,7,2208,1500,6,0
11344,0,56,2208,2526,10,0
11345,1,62,1348,2208,2,1
11346,1,69,2207,1634,7,0
11347,1,189,2206,1723,9,0
11348,1,64,1725,2204,11,1
11349,1,77,2201,1849,3,0
11350,1,29,2192,2063,6,0
11351,1,86,1902,2188,10,1
11352,1,78,1620,2187,2,1
11353,1,22,2189,2123,11,0
11354,1,117,2182,1999,8,0
11355,1,168,2188,2168,15,1
11356,1,27,1823,1600,5,0
11357,1,66,1909,1639,3,1
11358,1,61,1853,1923,1,0
11359,1,69,2121,1929,9,0
11360,1,74,1935,2124,7,1
11361,1,94,1916,1924,5,1
11362,1,75,1916,1791,4,0
11363,1,92,1931,1749,3,1
11364,1,76,1643,1927,1,1
11365,1,58,1801,1943,9,0
11366,1,119,1942,1466,8,0
11367,1,70,1957,1820,7,1
11368,1,121,1933,1970,4,0
11369,1,75,2016,1980,2,0
11370,1,109,1969,1971,6,0
11371,1,87,2168,1975,11,0
11372,1,77,1968,1817,2,0
11373,1,87,1961,1805,12,0
11374,1,91,1746,1979,5,0
11375,1,50,1878,1971,8,1
11376,1,29,2086,1979,8,0
11377,1,117,1992,1941,5,1
11378,1,47,1981,1977,4,0
11379,1,150,1880,1972,2,1
11380,1,10,1971,1244,7,0
11381,1,108,1452,1970,3,1
11382,1,42,1976,2152,5,1
11383,1,87,1970,1785,5,0
11384,1,69,2107,1978,3,0
11385,1,94,1981,2303,5,1
11386,1,56,1941,1971,4,1
11387,1,47,1953,2149,12,0
11388,1,113,2287,1956,10,0
11389,1,71,1929,1876,6,0
11390,1,68,1892,1761,5,1
11391,1,28,1898,2055,6,1
11392,1,93,1886,1906,3,0
11393,1,56,1768,1878,5,1
11394,1,31,1696,1896,6,0
11395,1,89,2160,1888,6,0
11396,1,71,1881,1737,2,0
11397,1,64,1888,1875,5,1
11398,1,64,1886,1876,2,1
11399,1,59,1777,1867,7,0
11400,1,63,1626,1862,2,1
11401,1,69,1844,2056,13,0
11402,1,45,1810,1700,9,1
11403,0,25,2277,1810,10,0
11404,1,104,1389,1307,5,1
11405,0,33,1678,1299,10,0
11406,1,64,1152,1299,3,1
11407,1,62,1303,1634,6,1
11408,1,47,1278,1530,6,0
11409,1,30,1595,1281,6,0
11410,1,24,1267,1344,8,0
11411,1,20,1332,1277,8,0
11412,0,66,1213,1277,8,1
11413,0,12,1277,1047,3,1
11414,0,63,1047,1277,3,1
11415,1,82,1393,1285,3,0
11416,1,87,1279,1090,2,0
11417,1,19,1268,1255,4,0
11418,1,59,1186,1283,3,0
11419,0,124,1283,1267,5,1
11420,1,96,1290,1270,1,1
11421,1,53,1331,1281,4,0
11422,1,39,1304,1292,1,0
11423,1,10,1305,1293,3,1
11424,1,51,1308,1317,8,0
11425,1,18,1296,1305,13,1
11426,0,106,968,1305,8,1
11427,0,38,1293,1466,5,1
11428,1,59,1500,1299,7,0
11429,1,111,1288,1232,3,0
11430,1,28,1289,2108,9,1
11431,0,101,1431,1289,6,0
11432,0,15,1806,1289,7,0
11433,0,42,1289,1311,5,0
11434,0,118,1431,1289,3,1
11435,0,34,1289,1484,6,1
11436,0,60,1289,1810,5,1
11437,0,66,1806,1289,5,1
11438,0,21,1289,1500,5,0
11439,1,73,1409,1297,8,0
11440,1,159,1280,1485,6,0
11441,0,74,1280,1211,4,0
11442,0,28,1211,1280,3,1
11443,1,112,1281,1765,6,1
11444,1,31,1893,1899,5,0
11445,1,63,1743,1910,4,0
11446,1,111,1990,1901,4,1
11447,1,42,1912,1958,13,1
11448,1,39,1947,1923,17,0
11449,1,121,1919,1640,7,0
11450,1,12,1681,1914,4,1
11451,1,47,1904,1841,2,0
11452,1,15,1903,1183,7,0
11453,0,115,1015,1818,4,0
11454,1,97,1818,1015,4,0
11455,0,54,1015,1779,6,1
11456,0,70,1779,1015,5,1
11457,1,31,1015,1779,4,1
11458,1,60,1682,1015,8,1
11459,0,97,2305,1015,6,0
11460,1,22,1015,2305,11,1
11461,1,69,972,1484,3,0
11462,1,101,928,1442,5,0
11463,1,57,884,1415,2,0
11464,1,76,1187,845,3,1
11465,1,120,1450,789,3,1
11466,1,2,784,1006,2,1
11467,1,2,827,806,2,0
11468,1,2,1025,818,2,0
11469,1,2,1027,831,2,0
11470,1,2,837,1216,2,1
11471,1,2,844,1214,2,1
11472,0,2,844,1500,2,1
11473,0,2,1500,844,2,0
11474,0,2,844,1500,2,1
11475,1,2,1454,845,2,0
11476,0,2,1500,845,2,0
11477,1,2,856,1121,2,1
11478,1,2,889,850,2,1
11479,1,3,833,930,2,0
11480,1,2,955,965,2,0
11481,1,2,1004,999,2,1
11482,1,2,1042,1083,2,1
11483,1,2,1245,1069,2,0
11484,1,3,1121,1123,3,0
11485,1,3,1184,1187,3,0
11486,1,2,1253,1300,2,1
11487,1,3,1418,1271,3,0
11488,1,3,1405,1500,3,0
11489,0,66,1500,2305,6,0
11490,1,65,1508,1443,3,0
11491,1,57,1158,1155,7,0
11492,1,100,1158,1158,3,0
11493,0,23,1158,1324,8,0
11494,0,31,1158,1324,8,1
11495,0,7,1324,1158,5,0
11496,0,6,1158,1324,5,1
11497,1,26,1101,1148,7,1
11498,1,16,1159,1165,8,1
11499,1,14,1166,1295,8,1
11500,1,78,1227,1164,4,0
11501,1,4,1500,1168,4,0
11502,1,85,1157,1156,4,0
11503,1,7,1156,1157,3,0
11504,1,44,984,1151,4,1
11505,1,61,1141,1127,6,0
11506,1,47,1150,1223,7,1
11507,1,27,1127,1166,4,0
11508,1,36,1177,1137,5,0
11509,1,92,1155,1125,4,1
11510,1,36,1890,1838,4,1
11511,1,42,1905,2026,4,1
11512,1,102,1678,1714,10,1
11513,1,88,1702,1704,3,1
11514,1,112,1713,1743,5,1
11515,1,39,1703,1711,8,0
11516,1,63,1699,1713,6,0
11517,1,35,1702,1728,5,0
11518,1,43,1642,1685,8,1
11519,1,120,1695,1679,4,1
11520,1,71,1700,1706,2,0
11521,1,90,1716,1722,9,1
11522,1,29,1703,1771,8,0
11523,1,87,1740,1713,4,0
11524,1,52,1721,1702,8,1
11525,1,53,1692,1674,8,0
11526,1,83,1683,1628,2,0
11527,1,67,1639,1674,1,1
11528,1,94,1683,1734,3,1
11529,1,137,1647,1695,8,0
11530,1,56,1582,1687,9,1
11531,1,35,1680,1577,3,0
11532,1,84,1690,1700,2,1
11533,1,37,1744,1699,8,0
11534,1,120,1708,1733,7,1
11535,1,77,1702,1719,3,0
11536,1,91,1709,1722,6,0
11537,1,81,1768,1717,8,0
11538,1,114,1730,1660,4,1
11539,1,38,1746,1719,4,1
11540,1,106,1730,1694,4,1
11541,1,58,1704,1720,6,1
11542,1,111,1720,1720,3,0
11543,1,59,1709,1725,7,0
11544,1,46,1736,1697,4,1
11545,1,122,1696,1738,5,0
11546,1,39,1728,1706,5,0
11547,1,77,1694,1740,5,0
11548,1,99,1730,1704,4,0
11549,1,102,1714,1720,5,1
11550,1,112,1725,1694,2,1
11551,1,38,1735,1760,2,1
11552,0,96,2384,2199,4,1
11553,1,63,2212,2231,3,0
11554,1,349,2194,2240,13,0
11555,1,157,2162,2122,7,0
11556,1,23,2426,2178,9,0
11557,1,64,2196,2420,10,1
11558,1,46,2413,2219,10,0
11559,1,67,2247,2405,10,1
11560,0,102,1559,1676,4,1
11561,0,48,1357,1676,4,1
11562,1,43,1658,1309,4,0
11563,0,100,1658,1573,7,1
11564,0,130,1500,1658,4,0
11565,0,65,1978,1658,4,0
11566,0,3,1658,1240,3,0
11567,0,41,1705,1658,5,0
11568,0,36,1658,1500,5,0
11569,0,82,1500,1658,4,1
11570,0,13,1658,1500,4,0
11571,0,52,1403,1658,1,1
11572,0,39,1658,1403,2,0
11573,0,71,1658,1531,9,1
11574,1,106,1512,1596,3,1
11575,1,90,1715,1660,8,1
11576,1,30,1345,1676,4,1
11577,1,111,1500,1503,6,0
11578,0,32,1503,1500,3,1
11579,1,71,1875,1433,2,0
11580,0,40,1523,1985,2,1
11581,0,97,1774,1863,6,0
11582,0,117,1774,1250,3,0
11583,1,62,1507,1770,9,1
11584,0,14,2621,1770,11,0
11585,0,101,1770,1447,4,0
11586,0,69,1770,1494,2,0
11587,0,55,1770,1832,9,0
11588,0,32,1770,1824,4,1
11589,0,3,1250,1770,3,1
11590,0,26,1076,1770,5,1
11591,0,17,1770,1625,9,0
11592,0,47,1440,1770,10,0
11593,0,85,1500,1770,10,0
11594,0,72,1770,1950,3,1
11595,1,27,2273,2134,14,0
11596,0,86,2452,1500,4,0
11597,0,52,1500,2621,5,1
11598,0,97,1500,1500,2,0
11599,0,52,1500,2209,2,1
11600,0,63,2522,1500,6,0
11601,0,86,1500,2621,2,1
11602,0,143,2621,1500,8,0
11603,0,76,1500,1500,2,1
11604,0,82,1907,1500,8,1
11605,0,50,2438,1907,8,1
11606,1,28,1868,1886,7,1
11607,1,135,1876,1648,5,0
11608,0,105,1500,1876,5,0
11609,0,33,1500,1876,6,0
11610,0,11,1865,1562,3,0
11611,0,80,1685,1562,2,0
11612,0,51,1579,1562,8,0
11613,0,54,1637,1562,3,1
11614,0,16,1562,1657,6,1
11615,0,17,1703,1562,9,0
11616,0,74,2231,1562,6,1
11617,0,119,1949,1562,7,0
11618,0,11,1562,1682,6,1
11619,0,127,1562,2207,5,0
11620,0,51,2207,1562,7,0
11621,0,42,1562,2207,2,1
11622,0,63,2207,1562,6,0
11623,0,48,1562,2207,1,1
11624,0,28,2207,1562,3,0
11625,0,56,1562,2207,1,1
11626,0,23,2207,1562,3,0
11627,0,48,1562,2207,1,1
11628,0,57,2207,1562,11,0
11629,0,44,1562,1934,12,1
11630,0,33,1934,1562,11,0
11631,0,61,2210,1562,6,0
11632,0,54,1562,2210,2,1
11633,0,15,1708,1562,9,0
11634,0,16,1562,1708,3,0
11635,0,57,1562,1784,1,0
11636,0,105,1562,2210,2,1
11637,0,23,2210,1562,9,0
11638,0,53,1562,2210,2,1
11639,0,25,2210,1562,7,0
11640,0,22,1539,1562,14,1
11641,0,34,1562,2210,3,1
11642,0,36,2210,1562,5,0
11643,0,86,1562,2210,3,1
11644,0,91,2210,1562,5,0
11645,0,88,1710,1562,11,1
11646,0,38,1562,2314,2,1
11647,0,67,2291,1562,5,0
11648,0,52,1562,2291,2,1
11649,0,29,2291,1562,5,0
11650,0,62,1562,2291,3,1
11651,1,142,1634,1334,4,1
11652,1,23,1522,1486,9,0
11653,1,128,1495,1495,2,1
11654,1,130,1473,1484,5,1
11655,0,119,1484,1500,4,0
11656,0,49,1484,1500,1,0
11657,1,129,1408,1487,7,0
11658,1,69,1469,1498,1,0
11659,1,67,1486,1538,3,0
11660,0,35,1618,1486,2,0
11661,0,49,1500,1486,4,0
11662,1,107,1373,1489,6,0
11663,1,14,1509,1478,4,1
11664,1,38,1468,1489,6,1
11665,1,29,1479,1478,6,0
11666,1,128,1470,1468,5,1
11667,1,52,1478,1468,3,1
11668,1,36,1457,1490,3,0
11669,1,63,1480,1467,6,0
11670,1,137,1479,1497,4,0
11671,1,54,1487,1599,8,1
11672,1,32,1496,1532,10,1
11673,1,55,1500,1504,3,0
11674,1,90,1512,1581,8,1
11675,1,53,1571,1521,8,0
11676,1,64,1506,1511,1,1
11677,1,37,1504,1522,4,0
11678,1,45,1594,1530,3,0
11679,1,92,1540,1558,4,1
11680,1,66,1440,1532,4,1
11681,1,22,1655,1540,5,0
11682,1,81,1528,1574,6,0
11683,1,155,1528,1530,4,0
11684,1,51,1519,1539,6,0
11685,1,68,1550,1556,5,1
11686,1,64,1509,1550,4,0
11687,1,48,1561,1553,3,1
11688,1,72,1571,1574,2,1
11689,1,107,1561,1570,3,0
11690,1,65,1559,1572,1,0
11691,1,104,1560,1578,3,0
11692,1,66,1571,1564,5,1
11693,1,127,1552,1583,1,0
11694,1,88,1595,1536,6,1
11695,1,42,1603,1584,3,1
11696,1,51,1583,1604,4,0
11697,1,95,1594,1594,7,0
11698,1,59,1583,1584,4,0
11699,0,51,1500,1651,6,0
11700,0,46,1749,2119,5,1
11701,0,21,2119,1991,7,0
11702,0,58,1349,2119,8,1
11703,1,38,846,2119,2,1
11704,1,72,2147,2113,6,1
11705,1,68,2044,2156,14,0
11706,1,132,2192,2103,6,1
11707,1,22,2178,1955,4,0
11708,1,56,1928,2164,7,1
11709,1,85,2203,2040,8,0
11710,1,44,1833,2193,9,1
11711,1,80,1980,2173,11,1
11712,1,43,2147,2008,16,0
11713,1,98,2104,2098,15,1
11714,1,43,2029,2117,7,0
11715,1,57,2120,2010,8,0
11716,1,70,1706,1983,5,1
11717,1,49,1906,1928,7,0
11718,1,107,1833,1719,4,0
11719,1,52,1728,1662,5,1
11720,1,39,1500,1500,10,0
11721,0,79,2438,1658,9,0
11722,0,2,2411,1658,2,0
11723,1,49,1792,1665,5,0
11724,1,113,1731,1675,3,0
11725,1,143,1663,1675,5,0
11726,1,100,1671,1771,5,1
11727,0,166,1755,1671,3,1
11728,0,88,1671,1994,5,1
11729,1,54,1548,1663,10,1
11730,0,116,1353,1663,4,1
11731,1,64,1348,1660,4,1
11732,0,65,1755,1660,2,0
11733,0,54,1660,1755,8,1
11734,0,29,1755,1660,2,0
11735,1,51,1643,1840,5,0
11736,1,125,1630,1705,8,0
11737,1,59,1942,1633,7,0
11738,0,72,1633,1500,9,1
11739,1,45,1614,1911,8,0
11740,0,66,1788,1614,11,1
11741,0,101,1665,1614,3,0
11742,0,1,2621,1614,1,0
11743,1,63,1647,1624,5,0
11744,1,92,1649,1624,3,0
11745,0,108,1938,1736,17,0
11746,0,28,1264,1736,5,1
11747,1,14,1737,1725,7,1
11748,1,40,1715,1711,8,0
11749,0,4,1715,1263,4,0
11750,0,161,1263,1715,4,0
11751,0,21,1715,1263,6,0
11752,0,37,1715,1500,4,0
11753,1,38,2020,1846,6,1
11754,1,75,2148,2028,17,0
11755,1,108,2022,2016,6,1
11756,1,41,2014,1536,6,0
11757,1,80,2027,1993,4,1
11758,1,65,1875,2045,3,0
11759,1,33,2041,1740,4,0
11760,1,53,1741,2062,4,0
11761,1,84,2083,1762,4,1
11762,1,49,2082,1517,9,0
11763,1,20,1369,2082,5,1
11764,1,62,1243,2082,3,1
11765,1,51,2080,2093,16,0
11766,1,53,2087,1909,4,0
11767,1,33,2081,1906,4,0
11768,1,92,1906,2075,3,1
11769,1,27,2068,1912,6,0
11770,1,31,1966,2083,10,0
11771,1,63,1948,2087,9,0
11772,1,89,2104,1903,2,1
11773,1,70,1903,2099,3,1
11774,1,72,2016,2113,5,0
11775,1,72,2105,1989,9,0
11776,1,64,2108,2028,5,0
11777,1,41,2014,2122,11,0
11778,1,58,2115,1999,5,0
11779,1,70,2130,1999,2,1
11780,1,33,2000,2146,3,0
11781,1,41,2138,2027,5,0
11782,1,33,2234,2146,11,0
11783,1,50,2059,2137,6,1
11784,1,104,1982,2131,1,1
11785,1,51,2025,2146,5,0
11786,1,37,1988,2139,3,1
11787,1,48,1994,2132,11,1
11788,1,118,2250,2116,5,1
11789,1,116,2135,1784,9,1
11790,1,96,1833,2131,4,1
11791,1,53,2116,2229,14,0
11792,1,45,2002,2108,6,1
11793,1,51,2096,2120,9,0
11794,1,25,2097,2108,9,0
11795,1,82,2121,2086,5,1
11796,1,68,1659,2119,4,1
11797,1,37,2114,1867,7,0
11798,1,73,2113,1578,2,0
11799,1,64,1742,2111,11,1
11800,1,79,2101,2043,5,0
11801,1,83,2097,1826,7,0
11802,1,54,2049,2088,11,1
11803,0,2,1500,1233,2,0
11804,0,25,1233,1664,7,1
11805,0,22,1902,1233,3,0
11806,1,73,1474,1621,3,0
11807,1,71,1613,1506,5,0
11808,0,72,2621,1613,8,1
11809,1,173,1449,1629,10,0
11810,1,67,1619,1614,7,0
11811,1,57,1611,1501,7,0
11812,1,154,1510,1603,11,1
11813,1,99,1881,1607,10,0
11814,1,87,1602,1607,3,0
11815,1,24,1500,1610,11,0
11816,1,103,1606,1557,4,0
11817,1,38,1553,1607,4,0
11818,1,92,1620,1564,4,1
11819,0,85,2621,1600,20,0
11820,1,64,1610,1635,12,1
11821,1,149,1644,1621,1,0
11822,1,106,1634,1573,5,1
11823,1,77,1635,1599,5,0
11824,1,48,1695,1645,3,1
11825,1,23,1553,1687,8,1
11826,1,89,1694,1536,5,0
11827,1,51,1699,1706,4,0
11828,1,76,1715,1796,5,1
11829,1,56,1611,1706,3,1
11830,1,60,1718,1727,4,1
11831,1,62,1713,1706,5,1
11832,1,43,1559,1462,4,0
11833,1,37,1355,2052,3,0
11834,1,49,1251,1500,7,0
11835,0,54,1500,1251,8,1
11836,1,39,1401,1354,5,0
11837,1,114,1500,1566,9,1
11838,1,173,1827,1941,4,0
11839,1,76,1944,1823,5,0
11840,1,118,1828,1937,5,1
11841,1,126,1917,1828,11,0
11842,1,20,1840,1805,5,1
11843,1,53,1872,1849,2,0
11844,1,63,1836,1942,2,0
11845,1,28,1934,1844,4,0
11846,1,59,1855,1823,2,1
11847,1,49,1843,1893,3,0
11848,1,57,1832,1808,1,0
11849,1,50,1896,1819,3,1
11850,1,55,1817,1838,5,0
11851,1,106,1825,1914,2,1
11852,1,104,1904,1812,6,1
11853,1,93,1838,1822,8,0
